DATE,TICKER,open,close,high,low,Volume,VWAP,CPct_LChg
2004-09-10,TLT,87.38,87.14,87.53,87.08,98100,87.297,0.2527865301067077
2004-09-13,TLT,87.14,87.52,87.53,87.13,71600,87.385,0.4351317984374907
2004-09-14,TLT,87.4,87.58,87.67,87.18,494500,87.392,0.0685322699581343
2004-09-15,TLT,87.5,87.41,87.5,87.18,127400,87.369,-0.19429687808557367
2004-09-16,TLT,87.56,88.28,88.47,87.53,343900,88.2,0.9903888796139234
2004-09-17,TLT,88.13,87.92,88.39,87.9,224900,87.977,-0.4086271293169756
2004-09-20,TLT,88.27,88.51,88.56,88.19,301700,88.384,0.6688229885419645
2004-09-21,TLT,88.36,88.76,88.92,88.16,462200,88.519,0.28205580836076544
2004-09-22,TLT,88.79,89.71,89.81,88.65,1003100,89.265,1.0646147506798902
2004-09-23,TLT,89.67,89.34,89.88,89.34,450500,89.552,-0.413292964721946
2004-09-24,TLT,89.35,89.45,89.49,89.1,997200,89.262,0.12304940307554894
2004-09-27,TLT,89.6,89.77,89.89,89.57,504300,89.716,0.3571033813868772
2004-09-28,TLT,89.68,89.46,89.94,89.22,559900,89.499,-0.3459245763895093
2004-09-29,TLT,88.7,88.61,88.83,88.56,759100,88.685,-0.9546879945490894
2004-09-30,TLT,88.1,88.33,88.37,87.98,703300,88.099,-0.3164917302170195
2004-10-01,TLT,87.55,87.47,87.58,87.29,539600,87.447,-0.9783923325277317
2004-10-04,TLT,87.0,87.58,87.6,87.0,414000,87.254,0.12567839414888085
2004-10-05,TLT,87.63,87.57,87.67,87.42,199700,87.585,-0.011418783911928599
2004-10-06,TLT,87.45,87.18,87.47,87.03,244500,87.333,-0.4463526723886417
2004-10-07,TLT,87.0,86.8,87.18,86.78,1075700,86.899,-0.4368325143942153
2004-10-08,TLT,88.0,88.01,88.21,87.75,442700,87.924,1.384382271941601
2004-10-11,TLT,87.95,88.04,88.1,87.73,40900,87.95,0.03408122725404952
2004-10-12,TLT,88.28,88.24,88.39,88.16,186400,88.28,0.22691182869859455
2004-10-13,TLT,88.04,88.56,88.56,87.95,254400,88.318,0.36199134551343937
2004-10-14,TLT,88.5,88.98,89.01,88.41,226500,88.826,0.4731336977514343
2004-10-15,TLT,88.81,88.67,88.96,88.18,202900,88.655,-0.3490011985980123
2004-10-18,TLT,88.65,88.75,88.79,88.37,279000,88.562,0.09018149636095701
2004-10-19,TLT,88.33,88.94,88.99,88.27,270100,88.587,0.21385567270252362
2004-10-20,TLT,89.35,89.55,89.61,89.21,411200,89.395,0.6835143424170441
2004-10-21,TLT,89.44,89.62,89.78,89.44,289000,89.592,0.07813808512762034
2004-10-22,TLT,89.5,89.82,89.82,89.39,197500,89.662,0.22291583015949876
2004-10-25,TLT,90.02,89.87,90.08,89.8,91500,89.926,0.05565140106901014
2004-10-26,TLT,89.95,89.66,90.0,89.66,190700,89.862,-0.2339442942988749
2004-10-27,TLT,89.87,88.8,90.05,88.72,558200,89.37,-0.9638088729169013
2004-10-28,TLT,88.68,89.02,89.16,88.55,217700,88.861,0.24744135895838032
2004-10-29,TLT,89.11,89.48,89.48,88.92,356200,89.296,0.5154073034220766
2004-11-01,TLT,88.75,88.52,88.99,88.4,226900,88.693,-1.0786621439079997
2004-11-02,TLT,88.48,88.65,88.73,88.31,181700,88.499,0.1467517337368178
2004-11-03,TLT,88.05,88.7,88.75,88.01,337100,88.197,0.05638567953169736
2004-11-04,TLT,88.86,88.84,89.1,88.75,273600,88.863,0.15771097106927962
2004-11-05,TLT,87.81,87.81,87.93,87.52,513600,87.762,-1.1661609654322567
2004-11-08,TLT,87.5,87.5,87.6,87.4,201300,87.496,-0.35365960083354725
2004-11-09,TLT,87.45,87.42,87.63,87.42,70700,87.48,-0.09147039284002104
2004-11-10,TLT,87.31,87.12,87.44,86.91,587100,87.157,-0.3437610810463353
2004-11-11,TLT,87.45,86.98,87.45,86.95,61800,87.074,-0.16082714552127145
2004-11-12,TLT,87.34,87.92,88.11,87.33,349000,87.904,1.0749102925873615
2004-11-15,TLT,87.9,87.99,88.0,87.75,140400,87.9,0.07958615621033534
2004-11-16,TLT,87.81,87.95,87.95,87.7,160800,87.814,-0.045470047390205
2004-11-17,TLT,87.89,88.7,88.75,87.89,172700,88.488,0.8491418131966599
2004-11-18,TLT,88.55,88.98,89.06,88.44,321100,88.828,0.31517360623619617
2004-11-19,TLT,88.9,88.26,89.02,88.09,250000,88.385,-0.8124621536494523
2004-11-22,TLT,88.31,88.72,88.87,88.31,252200,88.659,0.5198339200710417
2004-11-23,TLT,88.5,88.75,89.18,88.49,358600,88.973,0.033808531341356536
2004-11-24,TLT,88.91,88.84,88.91,88.74,77900,88.83,0.10135706707015861
2004-11-26,TLT,88.28,88.25,88.34,88.23,368300,88.281,-0.6663303212820584
2004-11-29,TLT,87.5,87.31,87.57,87.17,511900,87.336,-1.070869199068984
2004-11-30,TLT,86.91,86.94,87.15,86.63,791900,86.934,-0.42467782620702915
2004-12-01,TLT,86.6,86.45,86.75,86.21,327400,86.45,-0.5652013431346417
2004-12-02,TLT,86.17,86.1,86.3,86.02,406000,86.161,-0.4056800695614541
2004-12-03,TLT,87.2,87.44,87.66,86.94,477200,87.291,1.5443432434597966
2004-12-06,TLT,87.45,87.74,87.84,87.45,486900,87.674,0.34250518697848326
2004-12-07,TLT,87.71,87.88,87.89,87.51,451200,87.701,0.15943517783414837
2004-12-08,TLT,88.38,89.15,89.22,88.36,797100,88.843,1.434809679273999
2004-12-09,TLT,88.99,88.6,89.27,88.58,493700,88.872,-0.618848669811429
2004-12-10,TLT,88.95,88.85,89.05,88.7,254700,88.861,0.281769698962509
2004-12-13,TLT,88.82,89.02,89.26,88.81,239700,88.993,0.1911508987047901
2004-12-14,TLT,88.74,89.39,89.42,88.7,538000,89.066,0.4147755512053025
2004-12-15,TLT,89.95,90.2,90.25,89.84,630400,90.056,0.9020607968816793
2004-12-16,TLT,89.77,88.91,89.88,88.85,354000,89.259,-1.4404804935530455
2004-12-17,TLT,88.47,88.67,88.88,88.45,452700,88.638,-0.2703008741131949
2004-12-20,TLT,88.87,88.91,89.09,88.82,105700,88.939,0.2703008741131864
2004-12-21,TLT,89.06,89.16,89.22,88.9,89700,89.006,0.2807886384620508
2004-12-22,TLT,89.2,88.9,89.2,88.7,186900,88.88,-0.29203659978090946
2004-12-23,TLT,88.74,88.59,88.79,88.57,223000,88.7,-0.3493158095917931
2004-12-27,TLT,88.33,87.9,88.35,87.7,437400,87.937,-0.7819179732809612
2004-12-28,TLT,87.76,87.83,87.91,87.41,805900,87.704,-0.07966767621053557
2004-12-29,TLT,87.87,87.74,88.0,87.57,346700,87.792,-0.1025232190958168
2004-12-30,TLT,87.8,88.31,88.43,87.74,357100,88.314,0.6475455742642924
2004-12-31,TLT,88.37,88.5,88.61,88.3,387300,88.424,0.21492005331729733
2005-01-03,TLT,88.26,88.74,88.84,88.16,379300,88.6,0.27081939368795566
2005-01-04,TLT,88.7,87.83,88.72,87.83,1068300,87.986,-1.0307618021737357
2005-01-05,TLT,87.99,88.31,88.55,87.94,427900,88.309,0.545022355168476
2005-01-06,TLT,88.29,88.34,88.54,88.22,243400,88.365,0.033965468766955165
2005-01-07,TLT,88.76,88.54,88.87,88.35,284300,88.66,0.2261421135614499
2005-01-10,TLT,88.64,88.68,88.72,88.47,134700,88.656,0.15799574441156766
2005-01-11,TLT,88.93,89.2,89.27,88.74,334400,89.079,0.5846654837852927
2005-01-12,TLT,88.8,89.32,89.42,88.8,297500,89.079,0.13443873859932381
2005-01-13,TLT,89.75,90.18,90.18,89.73,673500,89.954,0.958224602098118
2005-01-14,TLT,89.9,90.17,90.39,89.81,235600,90.002,-0.011089548112287344
2005-01-18,TLT,89.8,90.42,90.46,89.79,278100,90.118,0.2768704354643677
2005-01-19,TLT,90.76,90.7,90.83,90.27,156700,90.589,0.3091875254631763
2005-01-20,TLT,90.42,90.91,91.0,90.37,268300,90.732,0.23126490126759033
2005-01-21,TLT,90.6,91.02,91.05,90.54,301100,90.905,0.12092564547290977
2005-01-24,TLT,91.09,91.42,91.5,91.0,296900,91.2,0.4385010315102522
2005-01-25,TLT,91.36,90.55,91.38,90.51,681600,90.869,-0.9562088574176022
2005-01-26,TLT,90.82,90.71,90.92,90.63,383000,90.74,0.17654202974303732
2005-01-27,TLT,90.55,90.54,90.7,90.34,106600,90.565,-0.18758626190400718
2005-01-28,TLT,91.22,91.48,91.59,91.17,435700,91.451,1.0328627146767735
2005-01-31,TLT,91.33,91.7,91.75,91.29,573600,91.467,0.24020101078387207
2005-02-01,TLT,91.44,91.27,91.49,91.05,552400,91.319,-0.470023273363335
2005-02-02,TLT,91.2,91.44,91.46,91.09,386200,91.201,0.18608729577693747
2005-02-03,TLT,91.06,91.4,91.4,91.06,111700,91.247,-0.043754102645079195
2005-02-04,TLT,92.57,92.66,92.94,92.53,933200,92.72,1.369140152839796
2005-02-07,TLT,92.74,93.3,93.42,92.72,497300,93.164,0.6883227864795758
2005-02-08,TLT,93.37,93.85,94.12,93.37,460000,93.681,0.5877655179219589
2005-02-09,TLT,93.44,94.12,94.24,93.42,713200,93.952,0.2872800826644007
2005-02-10,TLT,93.53,92.85,93.67,92.78,298600,93.331,-1.3585276060447067
2005-02-11,TLT,92.45,92.77,92.98,92.41,178300,92.597,-0.08619761335346181
2005-02-14,TLT,92.95,93.02,93.21,92.73,120000,92.964,0.2691212130770906
2005-02-15,TLT,92.6,92.62,92.85,92.57,506900,92.651,-0.43094227433449195
2005-02-16,TLT,92.51,92.26,92.55,91.9,387100,92.109,-0.3894422922931481
2005-02-17,TLT,91.76,91.68,92.06,91.61,516100,91.789,-0.6306425163245009
2005-02-18,TLT,90.54,90.94,90.95,90.48,851500,90.683,-0.8104304569565051
2005-02-22,TLT,90.52,90.46,90.75,90.4,490300,90.497,-0.5292184347167412
2005-02-23,TLT,91.1,90.81,91.15,90.45,430000,90.842,0.38616476520399995
2005-02-24,TLT,91.16,90.6,91.26,90.56,209500,90.77,-0.23151986528034113
2005-02-25,TLT,90.89,90.99,91.14,90.62,241400,90.919,0.429539731966584
2005-02-28,TLT,91.1,90.05,91.1,89.89,1221500,90.162,-1.0384538746634366
2005-03-01,TLT,89.53,89.7,89.86,89.45,796600,89.696,-0.38943025572145357
2005-03-02,TLT,89.5,89.59,89.72,89.43,535500,89.552,-0.12270624552633431
2005-03-03,TLT,89.62,89.54,89.8,89.45,1010900,89.655,-0.05582537966675337
2005-03-04,TLT,90.0,90.48,90.67,89.87,388700,90.252,1.0443378995045542
2005-03-07,TLT,90.85,90.87,90.99,90.75,176400,90.907,0.4301081899390702
2005-03-08,TLT,90.13,90.01,90.27,89.95,188700,90.089,-0.9509138438261702
2005-03-09,TLT,89.18,88.54,89.4,88.44,765000,88.892,-1.6466347964998864
2005-03-10,TLT,88.74,89.03,89.33,88.39,312700,88.909,0.5518964281584813
2005-03-11,TLT,88.65,88.43,88.79,88.41,522100,88.579,-0.6762112997936026
2005-03-14,TLT,88.3,88.9,88.95,88.3,180500,88.536,0.5300863932215089
2005-03-15,TLT,89.3,88.4,89.3,88.4,189100,88.793,-0.5640172876261197
2005-03-16,TLT,88.54,88.94,89.34,88.54,452800,88.953,0.6090015438952617
2005-03-17,TLT,89.35,89.21,89.58,89.12,394500,89.348,0.3031155843141699
2005-03-18,TLT,88.9,88.73,88.96,88.67,313400,88.805,-0.5395090078445532
2005-03-21,TLT,88.67,88.44,88.67,88.39,187600,88.513,-0.3273694858000953
2005-03-22,TLT,88.94,87.68,89.05,87.54,452500,88.217,-0.8630532789539991
2005-03-23,TLT,87.67,88.09,88.16,87.55,414300,87.769,0.46651959219988676
2005-03-24,TLT,88.32,88.3,88.43,88.19,125600,88.312,0.2381088488209995
2005-03-28,TLT,87.99,87.77,88.0,87.72,105200,87.883,-0.6020351005888057
2005-03-29,TLT,88.08,88.25,88.28,88.01,539700,88.164,0.5453939209379852
2005-03-30,TLT,88.2,88.69,88.75,88.2,272500,88.527,0.4973447574954716
2005-03-31,TLT,89.2,89.36,89.36,88.86,552500,89.188,0.7526011372584326
2005-04-01,TLT,89.53,89.28,89.64,88.57,725700,89.225,-0.08956561279444061
2005-04-04,TLT,89.28,89.28,89.63,89.17,254800,89.379,0.0
2005-04-05,TLT,89.24,89.09,89.28,88.95,245300,89.149,-0.2130403900448385
2005-04-06,TLT,89.35,89.25,89.44,89.2,224900,89.306,0.1794325927195898
2005-04-07,TLT,89.3,88.64,89.55,88.61,425400,89.029,-0.6858197660774733
2005-04-08,TLT,88.56,88.95,88.98,88.34,278000,88.585,0.3491191112870521
2005-04-11,TLT,88.97,89.43,89.6,88.97,176400,89.349,0.5381782246245568
2005-04-12,TLT,89.23,90.26,90.5,89.12,303000,89.67,0.9238198040765437
2005-04-13,TLT,90.38,89.97,90.44,89.86,259600,90.209,-0.32181129698278055
2005-04-14,TLT,90.08,89.9,90.12,89.66,390400,89.867,-0.07783399514527806
2005-04-15,TLT,90.54,91.09,91.12,90.22,726900,90.506,1.3150087279143943
2005-04-18,TLT,91.37,91.03,91.39,90.94,462900,91.179,-0.06589062395210353
2005-04-19,TLT,91.38,91.9,91.99,91.34,222900,91.79,0.9511906844443908
2005-04-20,TLT,91.29,91.67,91.77,91.2,260700,91.419,-0.25058573879572
2005-04-21,TLT,91.3,90.73,91.42,90.7,249900,91.02,-1.0307108792146713
2005-04-22,TLT,91.32,91.48,91.56,91.1,145600,91.301,0.823230597304285
2005-04-25,TLT,91.66,91.68,91.81,91.52,117800,91.676,0.21838838118490345
2005-04-26,TLT,91.99,91.6,92.04,91.36,146600,91.572,-0.08729812863449533
2005-04-27,TLT,92.05,91.95,92.2,91.85,152400,91.965,0.38136793702456473
2005-04-28,TLT,92.05,92.65,92.65,91.96,306000,92.332,0.7584001681038696
2005-04-29,TLT,92.57,92.36,92.93,92.22,639600,92.602,-0.31349682450742417
2005-05-02,TLT,92.2,92.06,92.21,91.71,479700,91.992,-0.3253446097199196
2005-05-03,TLT,92.07,92.45,92.54,91.95,486900,92.111,0.4227419444038567
2005-05-04,TLT,91.2,91.52,91.72,91.16,491000,91.369,-1.0110430201646177
2005-05-05,TLT,91.3,91.72,91.8,91.21,687600,91.585,0.2182930358216036
2005-05-06,TLT,91.0,91.11,91.17,90.84,206200,91.024,-0.6672890263936595
2005-05-09,TLT,91.01,91.15,91.24,91.0,154100,91.165,0.04389333989051308
2005-05-10,TLT,91.36,91.8,91.8,91.34,132600,91.591,0.7105796501772618
2005-05-11,TLT,92.1,92.07,92.52,91.99,183300,92.289,0.2936859673309706
2005-05-12,TLT,92.0,92.44,92.47,91.75,256700,92.242,0.4010628106425502
